確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,条件分岐,結果,確認内容,
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→右のルートへ,"COSMOSデータの有無
TDBデータベースへの登録有無",データあり,→右のルートへ,coⅡ評点と倒産予測値の乖離,乖離なし,"→OK
整合性が取れている。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡの業績が変化しているか確認,変化している,"→OK
決算書に基づく正確なデータである可能性が高い。",倒産予測値モデルの精度確認のタイミングやトリガーは上記の位置で良いでしょうか？,"MIXモデル

※直接調査と決算書取得してのものであり業績・財務内容確認しての判断で信憑性が高い",→右のルートへ,coⅡ評点と自己資本・売上利益の関係性を確認,上記以外の場合,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡ点数を確認,54-50点以上,→右のルートへ,coⅡの業績の変化を確認,業績が変化している,"直近調査年月日2年以内
業績1年前まで表示あり
利益計上
倒産予測値G1～G6迄","年商3億円以上
直近2期利益3百万円以上

","→OK
7百万円まで原則取組",財務諸表入手で15百万円まで検討,vanⅡ財務諸表でも代替可,有利子負債が月商比６か月以下、自己資本30%以上、減価償却実施額と利益で有利子負債の年間返済額を超える事
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→右のルートへ,"COSMOSデータの有無
TDBデータベースへの登録有無",データあり,→右のルートへ,coⅡ評点と倒産予測値の乖離,乖離なし,"→OK
整合性が取れている。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡの業績が変化しているか確認,変化している,"→OK
決算書に基づく正確なデータである可能性が高い。",倒産予測値モデルの精度確認のタイミングやトリガーは上記の位置で良いでしょうか？,"MIXモデル

※直接調査と決算書取得してのものであり業績・財務内容確認しての判断で信憑性が高い",→右のルートへ,coⅡ評点と自己資本・売上利益の関係性を確認,上記以外の場合,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡ点数を確認,54-50点以上,→右のルートへ,coⅡの業績の変化を確認,業績が変化している,"直近調査年月日2年以内
業績1年前まで表示あり
利益計上
倒産予測値G1～G6迄","年商2億円以上
直近2期利益2百万円以上

","→OK
5百万円まで原則取組",財務諸表入手で10百万円まで検討,vanⅡ財務諸表でも代替可,有利子負債が月商比６か月以下、自己資本30%以上、減価償却実施額と利益で有利子負債の年間返済額を超える事
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→右のルートへ,"COSMOSデータの有無
TDBデータベースへの登録有無",データあり,→右のルートへ,coⅡ評点と倒産予測値の乖離,乖離なし,"→OK
整合性が取れている。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡの業績が変化しているか確認,変化している,"→OK
決算書に基づく正確なデータである可能性が高い。",倒産予測値モデルの精度確認のタイミングやトリガーは上記の位置で良いでしょうか？,"MIXモデル

※直接調査と決算書取得してのものであり業績・財務内容確認しての判断で信憑性が高い",→右のルートへ,coⅡ評点と自己資本・売上利益の関係性を確認,上記以外の場合,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡ点数を確認,54-50点以上,→右のルートへ,coⅡの業績の変化を確認,業績が変化している,"直近調査年月日2年以内
業績1年前まで表示あり
利益計上
倒産予測値G1～G7迄","年商1億円以上
直近2期利益1百万円以上

","→OK
3百万円まで原則取組",財務諸表入手で10百万円まで検討,vanⅡ財務諸表でも代替可,有利子負債が月商比６か月以下、自己資本30%以上、減価償却実施額と利益で有利子負債の年間返済額を超える事
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→右のルートへ,"COSMOSデータの有無
TDBデータベースへの登録有無",データあり,→右のルートへ,coⅡ評点と倒産予測値の乖離,乖離なし,"→OK
整合性が取れている。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡの業績が変化しているか確認,変化している,"→OK
決算書に基づく正確なデータである可能性が高い。",倒産予測値モデルの精度確認のタイミングやトリガーは上記の位置で良いでしょうか？,"MIXモデル

※直接調査と決算書取得してのものであり業績・財務内容確認しての判断で信憑性が高い",→右のルートへ,coⅡ評点と自己資本・売上利益の関係性を確認,上記以外の場合,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡ点数を確認,49-45点以上,→右のルートへ,coⅡの業績の変化を確認,業績が変化している,"直近調査年月日2年以内
業績1年前まで表示あり
利益計上
倒産予測値G1～G2迄","年商5億円以上
直近2期利益1千万円以上

","→OK
10百万円まで原則取組
",財務諸表入手で20百万円まで検討,vanⅡ財務諸表でも代替可,有利子負債が月商比６か月以下、自己資本30%以上、減価償却実施額と利益で有利子負債の年間返済額を超える事
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→右のルートへ,"COSMOSデータの有無
TDBデータベースへの登録有無",データあり,→右のルートへ,coⅡ評点と倒産予測値の乖離,乖離なし,"→OK
整合性が取れている。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡの業績が変化しているか確認,変化している,"→OK
決算書に基づく正確なデータである可能性が高い。",倒産予測値モデルの精度確認のタイミングやトリガーは上記の位置で良いでしょうか？,"MIXモデル

※直接調査と決算書取得してのものであり業績・財務内容確認しての判断で信憑性が高い",→右のルートへ,coⅡ評点と自己資本・売上利益の関係性を確認,上記以外の場合,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡ点数を確認,49-45点以上,→右のルートへ,coⅡの業績の変化を確認,業績が変化している,"直近調査年月日2年以内
業績1年前まで表示あり
利益計上
倒産予測値G1～G2迄","年商3億円以上
直近2期利益5百万円以上

","→OK
7百万円まで原則取組",財務諸表入手で15百万円まで検討,vanⅡ財務諸表でも代替可,有利子負債が月商比６か月以下、自己資本30%以上、減価償却実施額と利益で有利子負債の年間返済額を超える事
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→右のルートへ,"COSMOSデータの有無
TDBデータベースへの登録有無",データあり,→右のルートへ,coⅡ評点と倒産予測値の乖離,乖離なし,"→OK
整合性が取れている。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡの業績が変化しているか確認,変化している,"→OK
決算書に基づく正確なデータである可能性が高い。",倒産予測値モデルの精度確認のタイミングやトリガーは上記の位置で良いでしょうか？,"MIXモデル

※直接調査と決算書取得してのものであり業績・財務内容確認しての判断で信憑性が高い",→右のルートへ,coⅡ評点と自己資本・売上利益の関係性を確認,上記以外の場合,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡ点数を確認,49-45点以上,→右のルートへ,coⅡの業績の変化を確認,業績が変化している,"直近調査年月日2年以内
業績1年前まで表示あり
利益計上
倒産予測値G1～G4迄","年商3億円以上
直近2期利益3百万円以上

","→OK
5百万円まで原則取組",財務諸表入手で10百万円まで検討,vanⅡ財務諸表でも代替可,有利子負債が月商比６か月以下、自己資本30%以上、減価償却実施額と利益で有利子負債の年間返済額を超える事
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→右のルートへ,"COSMOSデータの有無
TDBデータベースへの登録有無",データあり,→右のルートへ,coⅡ評点と倒産予測値の乖離,乖離なし,"→OK
整合性が取れている。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡの業績が変化しているか確認,変化している,"→OK
決算書に基づく正確なデータである可能性が高い。",倒産予測値モデルの精度確認のタイミングやトリガーは上記の位置で良いでしょうか？,"MIXモデル

※直接調査と決算書取得してのものであり業績・財務内容確認しての判断で信憑性が高い",→右のルートへ,coⅡ評点と自己資本・売上利益の関係性を確認,上記以外の場合,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡ点数を確認,49-45点以上,→右のルートへ,coⅡの業績の変化を確認,業績が変化している,"直近調査年月日2年以内
業績1年前まで表示あり
利益計上
倒産予測値G1～G6迄","年商2億円以上
直近2期利益1百万円以上

","→OK
3百万円まで原則取組",財務諸表入手で10百万円まで検討,vanⅡ財務諸表でも代替可,有利子負債が月商比６か月以下、自己資本30%以上、減価償却実施額と利益で有利子負債の年間返済額を超える事
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→右のルートへ,"COSMOSデータの有無
TDBデータベースへの登録有無",データあり,→右のルートへ,coⅡ評点と倒産予測値の乖離,乖離なし,"→OK
整合性が取れている。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡの業績が変化しているか確認,変化している,"→OK
決算書に基づく正確なデータである可能性が高い。",倒産予測値モデルの精度確認のタイミングやトリガーは上記の位置で良いでしょうか？,"MIXモデル

※直接調査と決算書取得してのものであり業績・財務内容確認しての判断で信憑性が高い",→右のルートへ,coⅡ評点と自己資本・売上利益の関係性を確認,上記以外の場合,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡ点数を確認,44-40点以上,→右のルートへ,coⅡの業績の変化を確認,業績が変化している,"直近調査年月日2年以内
業績1年前まで表示あり
利益計上
倒産予測値G1～G2迄","年商3億円以上
直近2期利益5百万円以上

","→OK
5百万円まで原則取組",,,
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→右のルートへ,"COSMOSデータの有無
TDBデータベースへの登録有無",データあり,→右のルートへ,coⅡ評点と倒産予測値の乖離,乖離なし,"→OK
整合性が取れている。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡの業績が変化しているか確認,変化している,"→OK
決算書に基づく正確なデータである可能性が高い。",倒産予測値モデルの精度確認のタイミングやトリガーは上記の位置で良いでしょうか？,"MIXモデル

※直接調査と決算書取得してのものであり業績・財務内容確認しての判断で信憑性が高い",→右のルートへ,coⅡ評点と自己資本・売上利益の関係性を確認,上記以外の場合,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡ点数を確認,44-40点以上,→右のルートへ,coⅡの業績の変化を確認,業績が変化している,"直近調査年月日2年以内
業績1年前まで表示あり
利益計上
倒産予測値G1～G4迄","年商3億円以上
直近2期利益3百万円以上

","→OK
3百万円まで原則取組",,,
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→右のルートへ,"COSMOSデータの有無
TDBデータベースへの登録有無",データあり,→右のルートへ,coⅡ評点と倒産予測値の乖離,乖離なし,"→OK
整合性が取れている。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡの業績が変化しているか確認,変化している,"→OK
決算書に基づく正確なデータである可能性が高い。",倒産予測値モデルの精度確認のタイミングやトリガーは上記の位置で良いでしょうか？,"MIXモデル

※直接調査と決算書取得してのものであり業績・財務内容確認しての判断で信憑性が高い",→右のルートへ,coⅡ評点と自己資本・売上利益の関係性を確認,上記以外の場合,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡ点数を確認,44-40点以上,→右のルートへ,coⅡの業績の変化を確認,業績が変化している,"直近調査年月日2年以内
業績1年前まで表示あり
利益計上
倒産予測値G1～G6迄","年商2億円以上
直近2期利益1百万円以上

","→OK
2百万円まで原則取組",,,
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→右のルートへ,"COSMOSデータの有無
TDBデータベースへの登録有無",データあり,→右のルートへ,coⅡ評点と倒産予測値の乖離,乖離なし,"→OK
整合性が取れている。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡの業績が変化しているか確認,変化している,"→OK
決算書に基づく正確なデータである可能性が高い。",倒産予測値モデルの精度確認のタイミングやトリガーは上記の位置で良いでしょうか？,"MIXモデル

※直接調査と決算書取得してのものであり業績・財務内容確認しての判断で信憑性が高い",→右のルートへ,coⅡ評点と自己資本・売上利益の関係性を確認,上記以外の場合,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡ点数を確認,35〜44点,"COSⅡ以外のルートへ

※COSⅡ以外のルートに行く場合に、COSⅡと同じルートになる場合もあり。その場合には、金額が低い方を優先するものとする。
",,,,,,,,
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→右のルートへ,"COSMOSデータの有無
TDBデータベースへの登録有無",データあり,→右のルートへ,coⅡ評点と倒産予測値の乖離,乖離なし,"→OK
整合性が取れている。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡの業績が変化しているか確認,変化している,"→OK
決算書に基づく正確なデータである可能性が高い。",倒産予測値モデルの精度確認のタイミングやトリガーは上記の位置で良いでしょうか？,"MIXモデル

※直接調査と決算書取得してのものであり業績・財務内容確認しての判断で信憑性が高い",→右のルートへ,coⅡ評点と自己資本・売上利益の関係性を確認,上記以外の場合,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,coⅡ点数を確認,35〜44点,,,,,,,,,
"社内取引履歴を確認
過去の取引（SFINCS・CMS）における事故・延滞の有無","直近2年以内にの支払に遅れなし
もしくは取引なし
（現支払中又は支払完済後3ヶ月以内で2年以内に遅れ無し→但し再リースは除く
取引無しは対象外）","→右のルートへ
過去に多少の遅れがあっても、直近2年が正常なら許容範囲とするため。",→右のルートへ,→右のルートへ,→右のルートへ,"顧客対応履歴
CMS会話ログ等における担当者への対応態度",問題なし,"→OK
特段の懸念がないため。","社内ネガ情報
社内ブラックリスト（F情報、モニター情報等）との照合",該当なし,"→右のルートへ
特段の懸念がないため。","申込金額の確認
物件（商品全般）相場と申込金額の乖離を確認する",相場相当,"→右のルートへ
正常な商取引とみなす。",→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,→右のルートへ,"業種別要件（足切りチェック）
・許可証・登録番号の有無
・行政処分（入札停止・取消）情報
・事業報告書の提出状況（NPO等）",許可あり・要件クリア,→OK,"COSMOSデータの有無
TDBデータベースへの登録有無",データなし,→次フェーズにて検討,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,ー,